Gene names	LFQ_Ctrl_U57_GC1_01_2070	LFQ_Ctrl_U57_GC1_01_2071	LFQ_Ctrl_U59_GC2_01_2072	LFQ_Ctrl_U59_GC2_01_2076	LFQ_Ctrl_U60_GA7_01_2029	LFQ_Ctrl_U60_GA7_01_2030	LFQ_Ctrl_U62_GA8_01_2031	LFQ_Ctrl_U62_GA8_01_2032	LFQ_Ctrl_U64_GC3_01_2078	LFQ_Ctrl_U64_GC3_01_2079	LFQ_Ctrl_U65_GB1_01_2033	LFQ_Ctrl_U65_GB1_01_2034	LFQ_Ctrl_U66_GB2_01_2035	LFQ_Ctrl_U66_GB2_01_2036	LFQ_Ctrl_U67_GC4_01_2081	LFQ_Ctrl_U67_GC4_01_2082	LFQ_Ctrl_U68_GC5_01_2083	LFQ_Ctrl_U68_GC5_01_2084	LFQ_Ctrl_U71_GB3_01_2037	LFQ_Ctrl_U71_GB3_01_2038	LFQ_HF.pEF_U10_GA3_01_2050	LFQ_HF.pEF_U10_GA3_01_2051	LFQ_HF.pEF_U11_GA4_01_2052	LFQ_HF.pEF_U11_GA4_01_2053	LFQ_HF.pEF_U16_GA6_01_2026	LFQ_HF.pEF_U16_GA6_01_2027	LFQ_HF.pEF_U2_GA2_01_2018	LFQ_HF.pEF_U2_GA2_01_2019	LFQ_HF.pEF_U24_GA5_01_2054	LFQ_HF.pEF_U24_GA5_01_2055	LFQ_HF.pEF_U4_GA3_01_2020	LFQ_HF.pEF_U4_GA3_01_2021	LFQ_HF.pEF_U5_GA2_01_2048	LFQ_HF.pEF_U5_GA2_01_2049	LFQ_HF.pEF_U8_GA4_01_2022	LFQ_HF.pEF_U8_GA4_01_2023	LFQ_HF.pEF_U9_GA5_01_2024	LFQ_HF.pEF_U9_GA5_01_2025	LFQ_HF.rEF_U30_GA6_01_2058	LFQ_HF.rEF_U30_GA6_01_2059	LFQ_HF.rEF_U34_GA7_01_2060	LFQ_HF.rEF_U34_GA7_01_2061	LFQ_HF.rEF_U37_GA8_01_2062	LFQ_HF.rEF_U37_GA8_01_2063	LFQ_HF.rEF_U39_GB4_01_2040	LFQ_HF.rEF_U39_GB4_01_2041	LFQ_HF.rEF_U42_GB5_01_2042	LFQ_HF.rEF_U42_GB5_01_2043	LFQ_HF.rEF_U46_GB1_01_2064	LFQ_HF.rEF_U46_GB1_01_2065	LFQ_HF.rEF_U48_GB2_01_2066	LFQ_HF.rEF_U48_GB2_01_2067	LFQ_HF.rEF_U53_GB5_01_2044	LFQ_HF.rEF_U53_GB5_01_2045	N: Peptides	N: Razor...unique.peptides	N: Unique.peptides	N: Sequence.coverage....	N: Unique...razor.sequence.coverage....	N: Unique.sequence.coverage....	N: Mol..weight..kDa.	N: Q.value	N: Score	N: Intensity	N: MS.MS.count	T: Protein.IDs	T: Majority.protein.IDs	T: Protein.names	T: Gene.names	T: id
SEZ6L2	17.3665	17.1015	18.1403	13.8293	16.7626	16.8807	17.6433	15.9759	14.0726	17.4204	15.9576	17.138	14.932	16.5801	15.4074	16.493	11.9501	14.6294	16.3955	16.8287	16.8807	16.8718	17.9612	16.1208	13.5717	17.8229	17.2403	17.2726	17.2237	17.5997	16.9995	17.2478	17.4367	15.3618	17.1924	17.1112	17.7187	18.0147	17.5901	17.4744	17.1587	17.2081	16.9174	17.0074	17.7018	17.846	16.0999	14.2694	15.8352	15.6001	16.966	17.0074	16.4362	16.3834	2	2	2	15.8	15.8	15.8	32.864	0.0035778	5.3564	18047000	26	"H3BN26;A0A087WYL5;Q6UXD5-4;Q6UXD5-6;Q6UXD5-2;Q6UXD5-3;Q6UXD5-5;Q6UXD5"	"H3BN26;A0A087WYL5;Q6UXD5-4;Q6UXD5-6;Q6UXD5-2;Q6UXD5-3;Q6UXD5-5;Q6UXD5"	Seizure 6-like protein 2	SEZ6L2	40
UGP2	14.0024	15.7488	13.0476	17.5264	15.3789	16.0335	16.2743	16.0648	17.2478	18.2202	15.038	15.4507	16.1886	15.9208	16.8287	16.2114	16.5226	14.4765	17.4967	17.3665	16.1781	16.3177	18.0501	18.1834	16.691	15.9759	15.5071	16.5687	17.1587	16.4362	14.6063	16.8991	14.7337	17.4132	17.0511	16.8639	16.3955	15.2893	16.3834	16.0106	15.6614	15.6369	13.5241	16.3718	13.7232	14.4965	15.9673	14.8824	16.6433	17.1763	16.2963	14.3039	16.2114	16.723	3	3	3	13	13	13	51.695	0	49.953	12937000	30	"A0A7I2YQ74;A0A087WYS1;E7EUC7;Q16851-2;Q16851;C9JVG3;C9JQU9;A0A7I2V4T0;C9JNZ1;A0A7I2V676;C9JWG0"	"A0A7I2YQ74;A0A087WYS1;E7EUC7;Q16851-2;Q16851;C9JVG3;C9JQU9;A0A7I2V4T0;C9JNZ1;A0A7I2V676"	UTP--glucose-1-phosphate uridylyltransferase	UGP2	41
CTSH	19.2951	19.2866	19.0421	19.7873	18.4477	18.9382	19.3504	18.3557	19.8241	19.8054	19.0421	18.907	18.7783	18.907	18.5808	18.4409	18.0147	18.2202	18.8849	19.0678	19.2586	19.4516	19.7272	19.8533	18.574	16.7333	19.3597	19.4906	19.3269	19.5954	19.0078	18.7063	18.6431	19.1706	17.7514	17.7273	20.7963	20.7437	20.3038	20.2943	19.8906	19.7272	18.6048	18.7561	19.5954	19.6541	19.4663	19.4435	18.7722	18.6907	18.7857	19.4516	19.5686	19.6331	9	9	1	45.7	45.7	11	37.393	0	91.746	158780000	280	"P09668;E9PKT6;A0A087X0D5;A0A7I2V2L7;A0A7I2YQX6;A0A7I2V673;A0A7I2V3T9;A0A7I2YQ92;A0A7I2V3E8;A0A7I2V2E4;A0A7I2V439;A0A7I2V314;A0A7I2YQH4;A0A7I2YQE6;A0A7I2YQL6;A0A3B3IRM7;A0A7I2V532;A0A7I2V2T8;A0A7I2YQL1;A0A7I2V4H2"	"P09668;E9PKT6;A0A087X0D5;A0A7I2V2L7;A0A7I2YQX6;A0A7I2V673;A0A7I2V3T9;A0A7I2YQ92;A0A7I2V3E8;A0A7I2V2E4;A0A7I2V439;A0A7I2V314;A0A7I2YQH4"	"Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain"	CTSH	43
COL15A1	21.352	21.1067	20.591	20.2521	20.4447	19.3121	20.0903	14.811	19.6288	19.6202	20.7562	20.667	19.9632	20.216	19.7329	19.1706	20.4877	20.527	20.2444	20.0903	20.1853	20.1214	18.0723	14.5452	19.6451	19.7633	19.5954	19.7633	20.3139	20.4032	19.6892	19.8151	19.0252	18.869	20.3491	20.2713	17.1489	17.3284	19.5406	19.2866	20.6387	20.5672	19.8906	19.9521	20.1448	20.1214	19.871	19.6796	20.8901	21.0278	20.9163	20.7562	19.7539	19.4663	8	8	8	9	9	9	140.06	0	108.77	173910000	188	"A0A087X0K0;P39059"	"A0A087X0K0;P39059"	"Collagen alpha-1(XV) chain;Restin;Restin-2;Restin-3;Restin-4"	COL15A1	44
CHL1	15.4208	15.9972	14.0726	14.0726	19.506	19.2001	18.5067	18.3778	15.1852	17.1489	15.9457	15.9319	16.7427	16.5687	17.4132	16.7333	16.0335	16.5123	15.8862	16.0999	17.5997	17.6895	15.8096	15.491	17.7514	13.8293	18.4682	18.3711	17.9068	17.9681	17.489	17.3969	17.9767	17.7514	18.4094	18.2903	17.2153	17.0511	17.7577	17.6593	17.5997	17.534	16.7983	17.4638	18.9525	18.7478	15.4507	15.2375	17.8707	17.9612	18.1606	18.1018	13.0476	16.0999	11	11	11	12.8	12.8	12.8	130.79	0	38.16	47225000	148	"A0A087X0M8;O00533;O00533-2;C9J905;C9JEY3;C9JH37;C9JW79;H7C0J0"	"A0A087X0M8;O00533;O00533-2"	"Neural cell adhesion molecule L1-like protein;Processed neural cell adhesion molecule L1-like protein"	CHL1	45
IGHG1	24.494	24.494	24.9005	25.4939	23.6774	25.2223	23.9824	24.0865	25.6493	25.2223	25.2223	25.2223	25.3372	25.3372	24.2819	25.6493	24.9005	24.9005	25.0734	25.0734	25.8799	25.6493	24.3692	24.2819	26.1799	26.1799	25.4939	25.4939	24.2228	24.6781	24.6781	24.7711	25.2223	25.2223	25.4939	25.8799	25.6493	25.6493	25.8799	25.2223	24.7711	24.7711	25.0734	24.9005	25.8799	25.4939	24.2819	24.3692	24.9005	25.0734	25.2223	25.2223	24.2228	24.2819	19	19	11	64.2	64.2	38.2	36.105	0	323.31	8790900000	6630	"P01857;A0A0A0MS08;A0A0A0MS07"	"P01857;A0A0A0MS08;A0A0A0MS07"	Ig gamma-1 chain C region	IGHG1	53
IGHV3-49	18.514	18.4848	17.519	17.5901	15.9759	18.1834	19.1394	18.9728	20.5776	20.4645	17.2153	17.2915	19.268	18.8609	14.8674	19.2001	18.0806	18.2903	18.0723	18.0952	19.2866	19.8151	17.8076	17.8381	19.9027	19.7184	18.3201	18.2833	15.8862	16.0766	19.871	19.4435	19.9214	19.268	15.304	14.8824	18.812	19.4516	15.0732	17.138	18.7857	18.8529	15.4507	16.6433	18.741	19.8906	14.0987	15.0732	12.4598	16.4262	18.6283	18.9653	14.5622	15.8096	4	4	3	37	37	27.7	13.056	0	10.078	41099000	66	A0A0A0MS15	A0A0A0MS15		IGHV3-49	54
LILRB4	15.8862	16.6046	16.6832	18.5667	17.7811	15.0928	17.9914	18.1683	13.9402	16.5413	16.9887	17.4292	14.0726	16.7427	17.4292	17.0262	14.3802	16.5413	16.418	15.8223	16.8991	16.0466	15.2736	15.4778	18.1018	15.9972	18.3498	17.882	17.4132	17.3749	17.9827	17.8989	16.2229	14.4965	15.5716	15.9972	14.5452	15.151	17.3284	14.4045	18.7323	18.1834	18.4996	17.6669	17.6747	17.4536	16.1547	15.0029	14.3802	17.489	16.7333	16.7626	14.0397	14.9167	3	3	3	33.3	33.3	33.3	18.692	0	11.553	18697000	31	"A0A0G2JPI0;A0A0G2JM84;A0A0A0MS20;A0A0G2JPX5;A0A0G2JPU4;A0A0G2JMH7;A0A0G2JML1;A0A0G2JNE9;A0A8Q3SHR1;A0A0G2JP25;A0A0G2JQ20;A0A0G2JNA7;A0A0G2JQ10;A0A0G2JM57;A0A0A0MSZ8;A0A0G2JP84;A0A0G2JPC7;A0A0G2JM38;A0A0G2JM43;C9JST2;A0A0G2JPA9;A8MUE1;A0A0G2JNL1;Q8NHJ6-2;Q8NHJ6;Q8NHJ6-3"	"A0A0G2JPI0;A0A0G2JM84;A0A0A0MS20;A0A0G2JPX5;A0A0G2JPU4;A0A0G2JMH7;A0A0G2JML1;A0A0G2JNE9;A0A8Q3SHR1;A0A0G2JP25;A0A0G2JQ20;A0A0G2JNA7;A0A0G2JQ10;A0A0G2JM57;A0A0A0MSZ8;A0A0G2JP84;A0A0G2JPC7;A0A0G2JM38;A0A0G2JM43;C9JST2;A0A0G2JPA9;A8MUE1;A0A0G2JNL1;Q8NHJ6-2;Q8NHJ6;Q8NHJ6-3"	Leukocyte immunoglobulin-like receptor subfamily B member 4	LILRB4	55
PVR	21.1539	21.3655	20.3712	20.7185	19.5604	20.2943	21.0897	19.9214	20.329	18.5067	20.8591	21.0897	19.3689	19.6998	13.6282	19.1015	18.6508	19.1176	19.5323	19.1629	20.7562	20.7676	18.9002	18.4409	20.1766	20.0682	20.4645	20.4972	21.3197	21.2849	20.3823	20.1943	19.3597	19.5782	20.2343	19.3936	19.1923	19.1706	20.4972	21.1827	21.4793	21.3037	20.2837	19.8533	20.3606	20.6801	19.1176	19.2586	20.2837	20.0336	20.7562	20.4211	19.6202	19.506	7	7	7	25.8	25.8	25.8	42.882	0	36.106	192900000	201	"A0A0A0MSA9;A0A0C4DG49;P15151-3;P15151-2;P15151-4;P15151"	"A0A0A0MSA9;A0A0C4DG49;P15151-3;P15151-2;P15151-4;P15151"	Poliovirus receptor	PVR	56
PRDX1	19.2271	18.9806	19.4663	19.2951	19.8802	19.4586	19.1476	19.506	20.591	19.7716	18.9382	18.9653	18.9525	19.1476	19.8802	20.2343	19.8906	20.0804	19.3355	19.3033	19.5782	19.4435	20.216	20.0336	18.682	18.6744	18.8045	18.3132	18.8849	17.9257	18.3201	18.5808	18.7177	18.7063	20.216	20.6534	19.6124	19.3597	17.9494	18.2903	18.8529	18.588	19.5954	19.3597	18.2596	18.2833	19.1923	19.2446	20.2713	20.4211	18.9382	19.2525	19.1109	19.3597	12	12	11	66.1	66.1	59.6	18.976	0	50.204	153850000	185	"A0A0A0MSI0;Q06830;A0A0A0MRQ5;H7C3T4;Q13162"	"A0A0A0MSI0;Q06830"	Peroxiredoxin-1	PRDX1	58
ACE	16.4362	16.9472	15.7013	15.6731	17.4367	17.2643	16.7427	15.9319	19.7633	19.2525	15.3789	15.0732	15.1685	16.6046	14.8991	15.1685	16.5875	16.6348	17.4818	17.8539	16.8639	16.5593	16.8807	16.9085	13.868	17.3828	16.9887	16.9174	17.846	17.7727	14.5622	14.1298	17.55	17.6157	16.8807	17.0511	17.338	17.55	16.6252	16.6727	16.8991	15.7987	16.9887	17.0428	18.2833	18.2596	15.5857	14.6986	15.4208	16.1781	17.4441	16.2743	15.9319	15.2544	8	8	8	9.7	9.7	9.7	142.42	0	19.901	22152000	60	"A0A0A0MSN4;P12821-2;P12821;F6X3S4;P12821-4;P12821-3;J3KTB8;J3KS28;J3KTH9;J3KSQ5"	"A0A0A0MSN4;P12821-2;P12821;F6X3S4;P12821-4;P12821-3"	"Angiotensin-converting enzyme;Angiotensin-converting enzyme, soluble form"	ACE	59
AKR1C3	17.9494	16.0466	17.2003	16.418	16.0106	15.0184	16.8365	16.3405	17.4367	16.3611	14.8824	14.8824	15.5716	14.4541	17.2915	15.7987	15.7488	14.6526	15.2544	15.22	15.4778	16.3955	15.9319	15.8493	15.0585	15.737	15.491	15.5308	16.0466	15.737	15.7856	15.9319	16.1886	16.418	15.5071	17.2237	17.9406	16.8991	15.6502	15.4208	15.3329	15.3932	15.5716	15.7145	15.3179	16.0648	15.3179	15.491	15.2375	15.5593	15.0585	15.1685	14.0024	15.6614	3	3	3	15.5	15.5	15.5	36.867	0.0034632	4.9623	7709300	13	"A0A0A0MSS8;P42330;S4R3Z2;P42330-2;H0Y804;B4DK69;Q04828;P52895"	"A0A0A0MSS8;P42330;S4R3Z2;P42330-2"	Aldo-keto reductase family 1 member C3	AKR1C3	60
DDR1	17.55	16.0648	18.419	16.7891	18.6048	17.55	14.5452	17.7018	18.6744	13.0476	17.2403	16.7813	13.5717	16.5315	14.1298	15.0585	15.8644	15.8096	16.3073	16.2539	16.8463	17.1311	14.0726	14.3313	15.1221	17.7962	17.7657	13.4568	17.7018	15.4074	17.5997	17.7018	16.1657	14.5452	14.4965	17.55	14.1298	17.6315	17.2153	13.0476	15.2053	17.3465	16.8991	17.1763	18.0952	18.1179	14.3039	14.6294	16.5226	18.4547	17.3284	17.5124	17.1015	16.9289	7	7	7	11.1	11.1	11.1	101.8	0	10.425	27766000	52	"Q08345-5;A0A0A0MSX3;A0A0G2JNZ7;Q08345;Q08345-6;Q08345-2;A2ABL2;E7EPN2;Q08345-4;E7EUP7;E7ERI6;A0A0G2JIA2;A0A0G2JIZ7;E7EQ30;E7EPH4;E7ETI3;A2ABM8;A0A140T972;E7ES06;A2ABL0;E7EUD5;A0A0G2JHK4;E7ERN0;E7EVW6;E7ETX3;E7EVT1;E7ESR9;E7EN94;E7ENJ2;E7EQ23;E7EX99;H0Y717;E7EXB0;A0A0G2JJA0"	"Q08345-5;A0A0A0MSX3;A0A0G2JNZ7;Q08345;Q08345-6;Q08345-2;A2ABL2;E7EPN2;Q08345-4;E7EUP7;E7ERI6;A0A0G2JIA2;A0A0G2JIZ7;E7EQ30;E7EPH4;E7ETI3"	Epithelial discoidin domain-containing receptor 1	DDR1	61
CHGB	18.1927	19.1629	17.9681	15.874	17.3002	13.677	17.4204	17.0952	15.5203	19.1015	16.5029	18.344	15.9673	15.6141	13.0476	15.6502	16.2442	16.4846	14.3313	14.8824	14.9167	16.6832	15.1685	15.9457	16.3177	13.7795	16.7813	14.0726	17.7354	17.9996	16.0214	13.8293	19.8906	19.7272	13.253	14.7918	15.3789	16.4846	18.4928	19.0078	19.0339	18.9987	18.0349	16.0466	15.346	16.5315	13.3142	15.9576	13.868	16.8463	18.154	17.4132	16.1547	14.3527	3	3	3	11.4	11.4	11.4	32.406	0	9.0243	18256000	32	"A0A0A0MT66;P05060"	"A0A0A0MT66;P05060"	"Secretogranin-1;PE-11;GAWK peptide;CCB peptide"	CHGB	62
C16orf89	19.0678	19.3504	17.0167	17.6366	16.8889	16.2114	19.2095	19.1786	16.3834	16.1998	17.6833	17.55	15.9576	16.0648	17.2153	16.9472	15.6248	13.9008	12.6513	15.2736	16.9887	16.6433	11.2617	15.9208	15.038	13.3142	17.034	15.304	18.3626	18.9207	17.2237	14.8309	17.7577	17.7657	17.7727	12.4598	18.0438	17.8895	18.0147	18.6508	17.3749	17.2153	15.6885	15.6141	17.338	15.6001	15.737	13.868	18.7255	15.3618	17.2577	17.034	13.8293	14.0397	5	5	5	18.4	18.4	18.4	48.819	0	18.631	17293000	36	"A0A0A0MT71;Q6UX73-2;Q6UX73"	"A0A0A0MT71;Q6UX73-2;Q6UX73"	UPF0764 protein C16orf89	C16orf89	63
TTN	15.1852	18.545	19.3689	19.8054	14.0726	16.2229	19.4181	18.7255	15.0585	21.8295	19.9412	19.9126	14.6063	15.436	15.1685	14.0726	14.0726	15.5857	16.1443	16.0573	18.2371	17.5997	15.7856	16.1547	17.8161	17.4536	18.3711	18.2055	18.4409	18.4996	21.3983	21.3197	18.8609	18.2371	21.352	21.3816	19.5954	20.3491	17.7888	17.0262	18.3941	18.7177	16.09	16.1113	18.252	18.1403	18.4928	17.8229	17.7018	17.534	18.741	19.4735	17.831	17.9827	18	18	18	0.8	0.8	0.8	3994.6	0	40.575	109460000	134	"A0A0A0MTS7;Q8WZ42-5;Q8WZ42-11;Q8WZ42-4;Q8WZ42-7;Q8WZ42-2;Q8WZ42;Q8WZ42-8;Q8WZ42-13;Q8WZ42-12;A0A0A0MRA3;Q8WZ42-3;Q8WZ42-10;Q8WZ42-9;Q8WZ42-6"	"A0A0A0MTS7;Q8WZ42-5;Q8WZ42-11;Q8WZ42-4;Q8WZ42-7;Q8WZ42-2;Q8WZ42;Q8WZ42-8;Q8WZ42-13;Q8WZ42-12;A0A0A0MRA3;Q8WZ42-3;Q8WZ42-10;Q8WZ42-9"	Titin	TTN	64
TMED7-TICAM2	18.588	18.5967	18.2055	16.3834	12.9336	14.8991	16.6537	16.7518	17.3665	17.0167	16.4562	16.0466	16.9576	16.6832	14.6526	15.0732	15.8096	14.7337	17.0763	14.8991	17.6315	14.0024	17.4638	17.2643	18.7123	18.7947	18.4409	18.5667	16.2229	17.5424	18.8045	18.4928	19.2866	19.0584	15.3932	15.7611	16.5875	16.9576	18.2371	18.3051	17.9996	18.2676	17.5682	17.4049	15.0928	18.0723	17.3969	17.6253	18.1927	17.0671	13.5241	17.3097	17.5592	17.6516	3	3	3	19.1	19.1	19.1	21.233	0	80.622	27085000	73	"A0A0A6YYA0;Q86XR7-2;Q9Y3B3-2;Q9Y3B3;G3V2Y2"	"A0A0A6YYA0;Q86XR7-2;Q9Y3B3-2;Q9Y3B3"	Transmembrane emp24 domain-containing protein 7	"TMED7-TICAM2;TMED7"	65
ARPC4	16.7734	16.4756	17.831	17.2403	16.5875	16.0466	16.0648	17.1763	17.8539	17.9333	15.5071	15.491	15.5071	16.2114	17.3465	16.9887	18.0887	18.1606	16.7891	17.0511	15.8096	16.7518	18.5808	18.7123	17.2478	18.1472	16.6727	15.4208	11.9501	16.3611	13.868	15.9673	16.4645	15.5716	16.1321	16.8889	17.7811	13.677	17.2726	16.4645	15.737	15.8862	16.616	16.7144	17.2643	14.4284	16.6348	16.8463	17.3097	14.2425	15.304	14.6526	16.418	16.7144	4	4	4	43.4	43.4	43.4	13.057	0	9.8792	16871000	39	"F8WDD7;F8WCF6;A0A0A6YYG9;P59998;P59998-3;P59998-2;H7C0A3;F8WDW3;F8WE39;R4GN08;P59998-4"	"F8WDD7;F8WCF6;A0A0A6YYG9;P59998;P59998-3;P59998-2;H7C0A3"	Actin-related protein 2/3 complex subunit 4	"ARPC4;ARPC4-TTLL3"	66
IGHV3-74	21.6611	21.1394	21.8643	21.4793	15.038	20.8348	20.9819	20.8244	23.4884	22.911	20.9819	22.339	23.2322	23.148	20.0804	23.6321	22.4514	22.0798	22.6818	23.3565	23.6321	23.3097	22.8788	22.6168	23.3565	22.339	22.235	21.9821	21.5717	21.3983	22.1302	21.5717	22.7791	21.9542	20.2059	21.8874	23.2322	22.7791	23.3565	23.1052	21.2849	21.4136	21.7012	22.9416	20.6163	21.1539	21.1539	21.1539	21.1195	17.7514	21.4793	21.8874	22.6818	23.1863	4	4	2	37.6	37.6	18.8	12.839	0	323.31	505160000	481	"A0A0B4J1X5;A0A0C4DH42;A0A075B7E8;P0DP02;P01767;P01772"	"A0A0B4J1X5;A0A0C4DH42;A0A075B7E8;P0DP02;P01767;P01772"	"Ig heavy chain V-III region BUT;Ig heavy chain V-III region KOL"	"IGHV3-74;IGHV3-66;IGHV3OR16-13"	70
IGLL5	21.7443	21.3197	22.6818	22.5858	19.9732	20.5582	21.7668	21.7234	21.4442	21.5717	20.779	20.7963	22.4749	22.4749	23.3097	21.8451	21.8295	21.7234	22.8788	22.7791	21.9313	21.8295	20.3139	20.4645	22.7459	22.7151	22.409	22.339	20.7562	20.7317	22.5267	22.5036	23.2763	23.3565	20.3139	19.8533	22.235	22.2871	21.6081	22.409	22.1583	22.1839	22.4749	22.5036	20.6947	21.3197	20.9819	21.335	19.506	19.7427	22.0798	22.2099	21.0897	21.2495	10	4	4	55.8	26.5	26.5	23.15	0	131.04	616420000	1186	"A0A0B4J231;B9A064;A0A5H1ZRQ4;P0CG04;B9A064-2"	"A0A0B4J231;B9A064;A0A5H1ZRQ4;P0CG04"	"Immunoglobulin lambda-like polypeptide 5;Ig lambda-1 chain C regions"	"IGLL5;IGLC1"	72
ACAA2	15.9576	16.1321	14.8991	17.9681	16.6252	15.2053	13.677	14.4284	17.1763	14.932	14.9625	14.811	13.6282	12.8184	16.1657	15.7726	15.9208	15.7145	19.7272	20.2343	16.723	15.9576	15.4645	15.4208	15.8972	16.4645	16.2229	14.7536	16.1443	15.1385	15.6001	13.7795	18.0651	18.3557	14.0987	15.4208	16.9472	17.0428	15.5071	14.8991	15.4507	13.868	15.1089	15.4645	16.5413	15.2544	16.7033	15.1385	15.8223	15.8493	16.3311	16.6648	14.9491	14.5452	9	9	9	44.9	44.9	44.9	41.601	0	30.762	21802000	35	"A0A0B4J2A4;P42765;K7EME0;K7EJB1;K7EJ68"	"A0A0B4J2A4;P42765;K7EME0"	3-ketoacyl-CoA thiolase, mitochondrial	ACAA2	73
IGHV3OR16-9	16.0999	15.22	20.5465	20.7317	22.8118	18.3498	15.5716	15.1685	21.1067	21.1067	19.1629	19.2525	21.335	21.198	20.3038	19.3689	19.2951	19.7427	19.7873	19.9732	20.4143	19.6288	19.1629	19.5954	21.3655	21.1067	19.5686	19.7184	16.4645	20.0336	19.4586	13.677	15.6141	20.9819	10.4835	16.7518	16.1657	20.963	15.491	20.4143	20.135	13.5717	15.7611	15.346	16.3497	20.2242	13.5241	20.3139	16.1998	18.8045	16.2539	16.6727	13.3142	20.3038	3	2	0	41.8	22.4	0	10.657	0	166.64	146060000	177	A0A0B4J2B5	A0A0B4J2B5		IGHV3OR16-9	74
GPRC5C	17.3185	19.2586	17.6433	18.9382	17.5264	20.2521	16.9819	16.3611	18.0069	17.831	19.3766	19.995	17.4367	17.3969	16.8639	17.6433	17.3185	17.519	17.7438	18.1996	18.9728	19.4005	18.154	17.7098	19.0678	18.9806	19.4435	20.1766	18.9207	18.93	18.0147	18.5321	19.5954	19.71	19.2525	19.2001	19.2179	19.8241	19.9214	20.1943	20.0568	19.9412	18.845	19.4275	19.1176	19.7798	18.5222	18.4335	18.545	18.9525	16.9819	18.7323	17.9767	18.2441	7	7	7	24.7	24.7	24.7	48.186	0	15.077	127470000	213	"A8MXZ4;A0A0C4DFY5;Q9NQ84;Q9NQ84-2;J9JIE0"	"A8MXZ4;A0A0C4DFY5;Q9NQ84;Q9NQ84-2;J9JIE0"	G-protein coupled receptor family C group 5 member C	GPRC5C	78
ARSA	20.1943	20.2444	20.6534	20.7079	17.7888	17.3904	21.0139	20.9325	19.3419	19.268	20.1021	20.0336	21.1697	21.1539	21.6081	20.5672	19.9027	19.8329	19.2001	19.1552	21.6838	21.6838	20.7437	20.7317	19.4091	19.4354	19.8533	19.8329	20.7437	20.5672	20.2444	20.3823	19.4181	19.3597	20.8244	21.2849	20.6264	20.6387	20.4447	20.4211	20.779	20.7437	19.9214	19.8802	20.963	20.5147	19.9412	19.6998	18.574	18.252	20.2343	20.2059	19.8619	19.9732	9	9	9	25.9	25.9	25.9	53.806	0	323.31	464480000	1083	"A0A0C4DFZ2;P15289-2;P15289"	"A0A0C4DFZ2;P15289-2;P15289"	"Arylsulfatase A;Arylsulfatase A component B;Arylsulfatase A component C"	ARSA	79
CD276	19.3504	19.2446	19.6541	19.5101	19.9214	18.4996	19.2586	19.4586	16.4362	15.2893	18.7857	18.8529	19.1251	19.3121	19.2179	19.1786	19.1923	18.8359	18.2676	18.6599	20.963	20.8348	15.7726	17.6669	19.1251	19.1109	19.5881	19.7427	19.6541	19.7427	19.8802	19.8619	18.7783	18.9806	20.0136	19.9732	19.8533	19.71	19.1851	18.9002	19.4091	19.5881	19.0339	19.0678	20.1214	20.0136	19.7633	19.71	18.2055	17.9996	19.1015	19.1251	19.5881	19.5881	5	5	5	21.6	21.6	21.6	41.767	0	196.72	110460000	127	"A0A0C4DGH0;Q5ZPR3-3;Q5ZPR3-4;Q5ZPR3;H0YK40;H0YK59;H0YL10;Q5ZPR3-2;H0YLT8;H0YN85"	"A0A0C4DGH0;Q5ZPR3-3;Q5ZPR3-4;Q5ZPR3;H0YK40;H0YK59;H0YL10;Q5ZPR3-2"	CD276 antigen	CD276	84
ZG16B	21.8874	22.0798	21.5117	21.589	19.6629	19.5686	21.6081	21.8089	19.8802	19.1786	20.3491	20.329	19.1394	19.8619	18.8278	18.3359	19.4435	18.9207	21.1394	21.2681	19.8533	19.7959	17.8539	17.7577	20.9819	20.8722	21.2495	21.2326	20.5465	20.4557	19.3121	19.0918	18.6599	18.8278	18.8767	18.8849	18.3626	18.5808	20.4211	20.4557	19.4005	19.2525	20.1943	20.1853	18.7063	18.6431	17.8229	18.0349	21.8874	21.8451	21.6611	21.3983	17.8539	18.2286	5	5	5	48.8	48.8	48.8	18.878	0	91.299	205480000	230	"A0A0C4DGN4;A0A0U1RQZ6;Q96DA0;I3L1H9;I3L3X0;A0A0U1RRM3;A0A0U1RQF6"	"A0A0C4DGN4;A0A0U1RQZ6;Q96DA0"	Zymogen granule protein 16 homolog B	ZG16B	86
